DateKey,RegionKey,Incidents,MajorIncidents,DowntimeMinutes,ExceptionRate,OpsImpactCost
20230101,1,9,1,128.32788959357845,0.017037478296390664,20078.45448505432
20230101,2,7,0,34.30307040011118,0.023863108174520233,9430.267312612883
20230101,3,10,2,62.050773673397444,0.025584898103081014,26599.25012491245
20230101,4,6,0,51.5537171553382,0.028251313843934922,8401.315768992517
20230101,5,5,0,20.70056235454233,0.02902131404838896,7244.103873477982
20230101,6,13,0,27.76316293420407,0.034231120128655895,16280.952460026028
20230102,1,9,0,32.852994627717976,0.008914987161071398,10986.233535857413
20230102,2,11,1,26.376739748089285,0.026625206204561623,21090.75682991764
20230102,3,8,1,78.23531122506782,0.029207524615639663,17356.613553052874
20230102,4,8,0,21.95794914012679,0.02708179318887142,10526.530325250355
20230102,5,6,0,14.710998514805555,0.03408885001509278,8312.316225477365
20230102,6,6,1,24.650337384486424,0.03953553871717607,15318.803830778023
20230103,1,6,1,18.203977911181163,0.024676478283238396,13564.436169640709
20230103,2,11,0,184.14428681247628,0.020176575009707834,20886.992755207808
20230103,3,7,0,71.34251800033496,0.040187963993170345,11620.01378914498
20230103,4,7,0,37.93632723665735,0.019176774526296726,9176.371493733395
20230103,5,4,0,101.33326856364191,0.023825940753772326,8330.461718423569
20230103,6,7,1,124.02889767827463,0.03714957583941444,17501.463819073284
20230104,1,10,1,80.94859247352764,0.020747078244734884,21918.586617186644
20230104,2,9,1,103.9388072162702,0.028027765262282674,21528.771270934874
20230104,3,7,0,20.188125189221566,0.018336443996848133,8514.994787934482
20230104,4,6,0,78.73489720624153,0.0290772320589914,9116.491763833323
20230104,5,7,0,30.705074148806975,0.031074384579737116,10145.671954744705
20230104,6,10,0,48.431179054905435,0.021724797249101795,13430.244957855279
20230105,1,3,0,82.15647824534675,0.01697454267908414,6752.60816235394
20230105,2,2,0,48.36344900810424,0.029634793308041994,3805.849132310783
20230105,3,5,1,7.761949815051046,0.016934433931988246,12459.386487569363
20230105,4,9,0,18.770170849278323,0.033548662775181926,11709.815100666125
20230105,5,4,2,33.81155925464729,0.025918908757781977,19562.558191784265
20230105,6,10,1,103.59952789461646,0.029289070856326902,23031.238369608724
20230106,1,5,0,32.21390354260853,0.015384404199749145,6966.964643935328
20230106,2,5,0,31.966397741392683,0.025681142863792375,7526.812192073085
20230106,3,7,0,76.00084956088085,0.021555580506039177,10411.992319208799
20230106,4,6,0,19.60671269140071,0.026702667417649577,7871.698617389623
20230106,5,4,1,67.77084120250441,0.02728735172396311,13370.889908852492
20230106,6,5,0,70.43718126099931,0.03501430333743359,7810.898985197914
20230107,1,4,0,56.62206187200967,0.004010388190037583,7317.305669564294
20230107,2,7,0,25.458288755353074,0.022869647500702736,9891.12895095873
20230107,3,6,1,36.69121097347858,0.021361832627053476,13276.796972593926
20230107,4,2,0,101.03184405624329,0.03850882516140539,5962.781624148928
20230107,5,10,1,34.52200570004536,0.03478151822751484,17603.617920168414
20230107,6,3,0,20.817400082882326,0.035177773966250714,4558.26929918704
